order_id,date,time,order_type,branch_code,order_items,order_price,customer_lat,customer_lon,customerHasloyalty?,distance_to_customer_KM,delivery_fee
ORDX02392,2018-01-24,08:40:33,Breakfast,BK,"[('Coffee', 5), ('Cereal', 5), ('Pancake', 9), ('Eggs', 10)]",580.75,-37.7930988,144.9758122,0,8.03,12.7685943
ORDB04228,2018-02-23,09:41:24,Breakfast,TP,"[('Eggs', 7), ('Coffee', 9), ('Pancake', 10), ('Cereal', 6)]",590.0,-37.7990648,144.9454199,0,10.693,13.6401822
ORDJ06440,2018-10-05,17:07:36,Dinner,TP,"[('Pasta', 8), ('Salmon', 4), ('Fish&Chips', 9)]",699.0,-37.8083117,144.9558406,0,9.07,14.0109622
ORDZ10462,2018-09-27,16:57:27,Dinner,NS,"[('Fish&Chips', 9), ('Pasta', 5), ('Salmon', 8)]",780.5,-37.8073824,145.0077081,0,10.204,16.1283502
ORDB01749,2018-10-23,17:48:10,Dinner,TP,"[('Salmon', 5), ('Shrimp', 1), ('Pasta', 2), ('Fish&Chips', 7)]",559.0,-37.807198,144.9487152,0,9.685,13.3671664
ORDX08328,2018-07-28,14:55:46,Lunch,BK,"[('Burger', 9), ('Chicken', 2), ('Salad', 6), ('Fries', 6), ('Steak', 7)]",833.2,-37.8047344,144.9882562,0,5.824,14.0966581
ORDK06996,2018-07-25,14:45:38,Lunch,BK,"[('Fries', 8), ('Steak', 9), ('Burger', 7), ('Chicken', 7), ('Salad', 8)]",1079.6,-37.8000728,144.963406,0,8.062,
ORDA02287,2018-09-08,16:16:54,Dinner,BK,"[('Fish&Chips', 8), ('Salmon', 10)]",690.0,-37.8210245,144.9767611,0,7.249,16.6133568
ORDZ09813,2018-07-22,14:35:29,Lunch,NS,"[('Salad', 3), ('Burger', 10), ('Fries', 10), ('Chicken', 5), ('Steak', 9)]",1046.6,-37.8005147,144.9591748,0,7.241,14.4223013
ORDC03594,2018-01-20,08:30:25,Breakfast,NS,"[('Cereal', 2), ('Eggs', 2), ('Coffee', 1)]",93.5,-37.8067029,144.9588676,0,7.778,14.5612808
ORDI04433,2018-10-06,17:07:36,Dinner,NS,"[('Pasta', 2), ('Fish&Chips', 1), ('Shrimp', 5)]",360.0,-37.8000613,144.9611656,0,9.906,17.7673549
ORDK05641,2018-03-16,10:21:58,Breakfast,BK,"[('Eggs', 4), ('Pancake', 1)]",112.25,-37.8077318,144.9425723,0,9.589,14.4775597
ORDJ02339,2018-07-15,14:25:21,Lunch,,"[('Salad', 2), ('Burger', 1), ('Fries', 4), ('Chicken', 3)]",209.4,-37.8035818,144.9663715,0,9.459,14.2609407
ORDJ03452,2018-11-19,18:38:52,Dinner,TP,"[('Fish&Chips', 2), ('Salmon', 1)]",111.0,-37.8163257,145.0088873,0,11.623,
ORDB01214,2018-12-19,19:39:43,Dinner,TP,"[('Pasta', 10), ('Fish&Chips', 1)]",310.0,-37.8209833,144.9550376,0,8.186,12.614908
ORDZ08203,2018-12-20,19:39:43,Dinner,,"[('Fish&Chips', 6), ('Shrimp', 8), ('Salmon', 7)]",929.0,-37.8065393,144.9613218,0,7.479,13.4528259
ORDZ01298,2018-10-24,17:48:10,Dinner,NS,"[('Fish&Chips', 2), ('Pasta', 8), ('Salmon', 7)]",577.0,-37.8205124,144.966366,0,8.858,14.9238951
ORDI00723,2018-06-22,13:44:47,Lunch,NS,"[('Burger', 2), ('Steak', 2), ('Fries', 1), ('Salad', 9)]",318.8,-37.8104027,145.0157681,0,10.877,16.9808287
ORDK10933,2018-12-23,19:49:51,Dinner,BK,"[('Salmon', 9), ('Pasta', 3), ('Fish&Chips', 3), ('Shrimp', 7)]",934.5,-37.8192852,145.0018656,0,4.757,14.7015635
ORDX09700,2018-05-05,12:03:22,Lunch,BK,"[('Fries', 5), ('Chicken', 3), ('Salad', 3), ('Steak', 8), ('Burger', 6)]",753.6,-37.7990315,144.9795136,0,6.966,
ORDZ08313,2018-07-17,14:25:21,Lunch,NS,"[('Chicken', 9), ('Steak', 3), ('Burger', 3), ('Salad', 7), ('Fries', 8)]",732.4,-37.8198872,144.9437787,0,9.875,15.4678323
ORDB04763,2018-12-31,20:00:00,Dinner,TP,"[('Pasta', 2), ('Salmon', 9)]",424.0,-37.820274,144.9495398,0,8.828,13.1587402
ORDB04395,2018-04-25,11:43:05,Breakfast,TP,"[('Coffee', 4), ('Cereal', 8)]",198.0,-37.8129011,144.9428889,0,9.844,12.2975556
ORDA09153,2018-06-18,13:34:38,Lunch,BK,"[('Fries', 8), ('Burger', 8)]",344.0,-37.8226621,145.0032097,0,4.956,10.6704526
ORDB09673,2018-05-16,12:23:39,Lunch,TP,"[('Chicken', 6), ('Steak', 2), ('Burger', 3), ('Fries', 1), ('Salad', 9)]",541.8,-37.8082246,144.9714019,0,9.252,12.440515
ORDK10979,2018-01-22,08:40:33,Breakfast,,"[('Eggs', 10), ('Coffee', 5)]",257.5,-37.8073743,144.9629188,0,7.447,12.2780359
ORDZ09949,2018-08-04,15:05:54,Lunch,NS,"[('Burger', 1), ('Fries', 5), ('Salad', 5)]",177.0,-37.8091367,144.9372571,0,10.149,
ORDC02302,2018-03-10,10:11:49,Breakfast,NS,"[('Eggs', 9), ('Coffee', 6), ('Cereal', 2)]",285.0,-37.8127158,144.9816107,0,8.189,15.2069873
ORDA10631,2018-06-13,13:24:30,Lunch,BK,"[('Salad', 3), ('Fries', 7), ('Chicken', 7), ('Steak', 6)]",629.6,-37.8085517,144.9553412,0,8.209,13.5919114
ORDI09155,2018-06-20,13:34:38,Lunch,NS,"[('Steak', 2), ('Chicken', 7), ('Burger', 3), ('Fries', 1)]",419.0,-37.8041915,144.9492157,0,8.414,13.3749208
ORDZ01185,2018-11-30,18:59:09,Dinner,NS,"[('Fish&Chips', 3), ('Pasta', 6)]",270.0,-37.8012495,145.0040006,0,9.431,15.7500492
ORDB05356,2018-12-10,19:19:26,Dinner,TP,"[('Fish&Chips', 9), ('Salmon', 7)]",602.0,-37.8250689,144.9445104,0,9.101,13.3925602
ORDJ03260,2018-11-23,18:49:00,Dinner,TP,"[('Fish&Chips', 5), ('Salmon', 3)]",298.0,-37.8080323,144.9686639,0,9.095,13.3080617
ORDY03555,2018-03-12,10:11:49,Breakfast,TP,"[('Cereal', 8), ('Coffee', 10), ('Pancake', 6)]",388.5,-37.807848,144.9714637,0,9.276,12.6965997
ORDJ05669,2018-10-08,17:17:44,Dinner,TP,"[('Salmon', 6), ('Pasta', 6), ('Shrimp', 5)]",681.0,-37.8156592,144.9581359,0,8.186,12.5584596
ORDI10986,2018-01-16,08:20:16,Breakfast,NS,"[('Pancake', 6), ('Coffee', 8), ('Cereal', 8), ('Eggs', 6)]",505.5,-37.8262512,144.9951295,1,10.095,7.347067
ORDY10519,2018-09-07,16:16:54,Dinner,TP,"[('Pasta', 1), ('Salmon', 7)]",314.5,-37.8204588,144.976857,0,8.76,13.0485867
ORDK03353,2018-03-30,10:52:23,Breakfast,BK,"[('Pancake', 9), ('Eggs', 9)]",416.25,-37.8010297,144.9567863,0,8.292,13.2720129
ORDY06819,2018-08-09,15:16:03,Lunch,TP,"[('Fries', 9), ('Salad', 8), ('Burger', 1)]",276.6,-37.7991443,144.9626033,0,9.892,13.3144602
ORDJ08405,2018-09-08,16:16:54,Dinner,,"[('Pasta', 9), ('Fish&Chips', 4)]",387.5,-37.8189857,144.9738619,0,8.188,13.4694822
ORDX04379,2018-10-01,16:57:27,Dinner,BK,"[('Pasta', 3), ('Fish&Chips', 1), ('Shrimp', 10), ('Salmon', 2)]",739.5,-37.8014407,144.9851048,0,6.235,13.4723504
ORDY01967,2018-10-22,17:48:10,Dinner,TP,"[('Fish&Chips', 3), ('Shrimp', 3)]",267.0,-37.803373,144.9828814,0,10.29,14.0909891
ORDX01513,2018-05-25,12:43:56,Lunch,BK,"[('Fries', 6), ('Chicken', 1), ('Steak', 9), ('Burger', 2), ('Salad', 4)]",639.8,-37.7980831,144.9875429,0,6.412,12.1595822
ORDZ09822,2018-10-06,17:07:36,Dinner,NS,"[('Salmon', 6), ('Shrimp', 8), ('Fish&Chips', 1)]",713.0,-37.8226539,144.9778429,0,8.806,16.6834893
ORDB10337,2018-12-24,19:49:51,Dinner,,"[('Pasta', 10), ('Fish&Chips', 3), ('Salmon', 3)]",503.0,-37.818674,145.0052277,0,,15.3106916
ORDZ00827,2018-12-10,19:19:26,Dinner,NS,"[('Pasta', 2), ('Shrimp', 4), ('Salmon', 8), ('Fish&Chips', 1)]",634.0,-37.8250689,144.9445104,0,10.481,
ORDZ05427,2018-03-17,10:21:58,Breakfast,NS,"[('Coffee', 8), ('Eggs', 8), ('Pancake', 4)]",333.0,-37.8190395,144.9583147,0,8.965,15.5888893
ORDY04391,2018-07-17,14:25:21,Lunch,TP,"[('Steak', 2), ('Chicken', 9), ('Fries', 4), ('Burger', 3), ('Salad', 1)]",536.2,-37.8063179,144.9404614,0,10.319,13.1929259
ORDY00206,2018-11-02,18:08:27,Dinner,TP,"[('Salmon', 7), ('Fish&Chips', 7)]",532.0,-37.8045099,144.9746016,0,9.704,13.638849
ORDZ07823,2018-08-05,15:05:54,Lunch,NS,"[('Fries', 3), ('Salad', 6), ('Chicken', 8), ('Burger', 7), ('Steak', 10)]",1062.2,-37.8125248,144.9534562,0,8.39,15.8524522
ORDJ10439,2018-06-16,13:24:30,Lunch,TP,"[('Chicken', 7), ('Salad', 8), ('Steak', 9), ('Burger', 7)]",983.6,-37.8176544,145.010849,0,11.737,16.1823227
ORDB08305,2018-10-17,17:38:01,Dinner,TP,"[('Fish&Chips', 1), ('Pasta', 3)]",117.5,-37.802035,144.9494307,0,10.076,13.9115211
ORDY06828,2018-09-16,16:37:10,Dinner,TP,"[('Salmon', 5), ('Shrimp', 8)]",637.0,-37.8040113,144.9821943,0,10.16,15.7896151
ORDC07103,2018-02-05,09:00:50,Breakfast,NS,"[('Cereal', 10), ('Coffee', 5)]",247.5,-37.8164844,145.005003,0,10.387,15.6622815
ORDY07382,2018-02-20,09:41:24,Breakfast,TP,"[('Pancake', 2), ('Eggs', 2)]",92.5,-37.8173296,144.9673881,0,7.749,10.5651312
ORDZ07617,2018-12-31,20:00:00,Dinner,,"[('Shrimp', 6), ('Salmon', 4)]",488.0,-37.820274,144.9495398,0,,15.6075872
ORDA05577,2018-10-21,17:38:01,Dinner,BK,"[('Salmon', 9), ('Pasta', 10), ('Shrimp', 3), ('Fish&Chips', 1)]",841.0,-37.8195721,144.982696,0,6.531,15.9688149
ORDX01647,2018-03-10,10:11:49,Breakfast,BK,"[('Eggs', 1), ('Pancake', 7)]",191.75,-37.8230387,144.9759409,0,7.386,14.9387944
ORDA04982,2018-05-10,12:13:31,Lunch,BK,"[('Steak', 9), ('Burger', 1), ('Salad', 9), ('Fries', 2), ('Chicken', 10)]",934.8,-37.7984323,144.9643842,0,8.206,
ORDA04508,2018-11-19,18:38:52,Dinner,,"[('Fish&Chips', 7), ('Shrimp', 5)]",515.0,-37.8178885,145.0086407,0,3.998,10.6131441
ORDX09843,2018-07-21,14:35:29,Lunch,BK,"[('Chicken', 5), ('Salad', 9), ('Fries', 7)]",398.8,-37.8124295,144.9742773,0,6.746,15.1860252
ORDK00362,2018-12-29,20:00:00,Dinner,BK,"[('Pasta', 9), ('Shrimp', 4), ('Salmon', 7), ('Fish&Chips', 4)]",890.5,-37.8132381,144.9715599,0,7.102,16.0695258
ORDI01057,2018-04-06,11:02:32,Breakfast,NS,"[('Pancake', 9), ('Eggs', 5), ('Coffee', 6), ('Cereal', 4)]",457.25,-37.8240109,144.9830631,0,9.283,14.1775963
ORDK00622,2018-07-14,14:25:21,Lunch,,"[('Burger', 4), ('Steak', 1), ('Salad', 8), ('Fries', 9), ('Chicken', 5)]",574.6,-37.8092623,144.9838244,0,5.58,13.6995744
ORDI04387,2018-08-10,15:16:03,Lunch,,"[('Fries', 2), ('Steak', 5)]",249.0,-37.7991307,144.9634187,0,,12.7879289
ORDY02389,2018-09-18,16:37:10,Dinner,,"[('Fish&Chips', 8), ('Salmon', 6), ('Pasta', 6)]",691.0,-37.8065349,144.9560805,0,9.306,13.3607175
ORDY08329,2018-08-20,15:36:20,Lunch,TP,"[('Chicken', 10), ('Steak', 6), ('Salad', 1), ('Fries', 3), ('Burger', 4)]",767.2,-37.8014312,144.9797686,0,10.246,13.742179
ORDK11083,2018-04-29,11:53:14,Breakfast,BK,"[('Cereal', 9), ('Pancake', 3), ('Eggs', 2)]",305.75,-37.8020395,144.9562162,0,8.286,15.3664706
ORDZ00690,2018-11-28,18:59:09,Dinner,NS,"[('Fish&Chips', 1), ('Pasta', 9)]",282.5,-37.8236652,145.0103452,0,11.437,
ORDA03042,2018-10-17,17:38:01,Dinner,BK,"[('Pasta', 7), ('Shrimp', 9), ('Salmon', 10)]",1088.5,-37.8195646,144.9635801,0,7.924,14.6649772
ORDC07265,2018-04-20,11:32:57,Breakfast,NS,"[('Cereal', 1), ('Coffee', 9), ('Eggs', 5), ('Pancake', 7)]",368.25,-37.8189654,144.9527795,0,9.273,
ORDB07498,2018-11-18,18:38:52,Dinner,TP,"[('Salmon', 5), ('Shrimp', 9)]",691.0,-37.8179387,145.00853,0,11.477,16.7281202
ORDX05321,2018-06-02,13:04:13,Lunch,BK,"[('Salad', 1), ('Chicken', 6)]",209.2,-37.816317,144.9708978,0,7.089,
ORDX02072,2018-06-10,13:14:21,Lunch,BK,"[('Salad', 1), ('Burger', 8), ('Chicken', 10), ('Fries', 3)]",621.2,-37.8146744,144.963545,0,7.77,16.023383
ORDC05229,2018-01-25,08:40:33,Breakfast,NS,"[('Coffee', 4), ('Pancake', 2)]",78.5,-37.8122458,144.9621679,0,7.85,12.8251125
ORDB09158,2018-09-14,16:27:02,Dinner,TP,"[('Fish&Chips', 6), ('Shrimp', 4), ('Pasta', 9), ('Salmon', 5)]",878.5,-37.8177544,144.9591013,0,7.933,
ORDC01260,2018-04-15,11:22:49,Breakfast,NS,"[('Coffee', 3), ('Pancake', 2)]",71.0,-37.8208598,144.9472123,0,9.835,16.7109921
ORDI10156,2018-07-02,14:05:04,Lunch,NS,"[('Salad', 7), ('Chicken', 8), ('Burger', 6), ('Fries', 10)]",682.4,-37.8071758,144.9399015,0,10.069,15.30719
ORDC04883,2018-04-29,11:53:14,Breakfast,NS,"[('Eggs', 9), ('Coffee', 6), ('Pancake', 3), ('Cereal', 4)]",399.75,-37.8159505,144.9860011,0,8.874,15.4461478
ORDA03250,2018-04-23,11:43:05,Breakfast,BK,"[('Pancake', 1), ('Cereal', 6), ('Coffee', 4)]",180.25,-37.8180376,144.9694175,0,7.615,12.5649848
ORDJ02307,2018-08-31,15:56:37,Lunch,TP,"[('Salad', 10), ('Steak', 6), ('Fries', 10), ('Chicken', 2)]",626.0,-37.8070674,144.9376258,0,10.469,13.7485489
ORDA00852,2018-06-15,13:24:30,Lunch,BK,"[('Fries', 10), ('Chicken', 7)]",344.0,-37.8155331,144.9665099,0,7.525,13.3851672
ORDA04878,2018-05-26,12:43:56,Lunch,BK,"[('Fries', 4), ('Steak', 10), ('Salad', 3), ('Chicken', 6)]",741.6,-37.8029602,144.9580348,0,8.043,16.1188344
ORDX04414,2018-09-12,16:27:02,Dinner,BK,"[('Pasta', 9), ('Salmon', 9), ('Fish&Chips', 10)]",966.5,-37.8074268,144.9422621,0,9.545,16.6966865
ORDC10005,2018-08-25,15:46:28,Lunch,NS,"[('Steak', 2), ('Salad', 1), ('Burger', 2), ('Chicken', 9), ('Fries', 1)]",469.2,-37.8181054,144.9691359,0,8.572,16.488262
ORDB05322,2018-05-11,12:13:31,Lunch,,"[('Chicken', 2), ('Burger', 1), ('Fries', 6)]",167.0,-37.8259525,144.9526352,0,8.596,12.2473506
ORDJ10673,2018-01-30,08:50:42,Breakfast,TP,"[('Pancake', 2), ('Eggs', 5), ('Cereal', 2)]",200.5,-37.8023916,144.9981578,0,11.585,13.4416536
ORDC01774,2018-10-14,17:27:53,Dinner,NS,"[('Fish&Chips', 7), ('Salmon', 6), ('Shrimp', 4), ('Pasta', 10)]",982.0,-37.805842,144.955763,0,7.965,16.2173569
ORDB00829,2018-03-11,10:11:49,Breakfast,TP,"[('Eggs', 10), ('Pancake', 9), ('Coffee', 3)]",460.75,-37.8065909,144.9629864,0,9.008,13.3515617
ORDC06529,2018-01-05,08:00:00,Breakfast,NS,"[('Eggs', 6), ('Coffee', 1), ('Pancake', 2)]",188.0,-37.8098985,144.978232,1,7.7,6.6415289
ORDJ10130,2018-08-22,15:46:28,Lunch,TP,"[('Salad', 3), ('Chicken', 9), ('Steak', 5)]",564.6,-37.8187213,144.9681905,0,7.653,
ORDK00155,2018-08-14,15:26:11,Lunch,BK,"[('Steak', 1), ('Burger', 9), ('Chicken', 6), ('Fries', 6), ('Salad', 9)]",742.8,-37.8020454,144.9667811,0,7.617,13.6670629
ORDC07208,2018-10-24,17:48:10,Dinner,NS,"[('Shrimp', 1), ('Salmon', 9), ('Pasta', 2)]",478.0,-37.8153616,144.9646298,0,8.165,14.105838
ORDB00684,2018-05-22,12:33:48,Lunch,,"[('Burger', 5), ('Fries', 9), ('Salad', 2), ('Steak', 7)]",612.4,-37.8071968,144.9452116,0,,13.6720471
ORDJ00791,2018-04-15,11:22:49,Breakfast,TP,"[('Coffee', 5), ('Pancake', 9), ('Eggs', 2)]",299.75,-37.8208598,144.9472123,0,9.019,13.2304255
ORDJ08121,2018-06-04,13:04:13,Lunch,TP,"[('Steak', 4), ('Burger', 1)]",211.0,-37.8022422,144.9328757,0,11.22,
ORDI01925,2018-07-28,14:55:46,Lunch,,"[('Salad', 9), ('Fries', 9), ('Steak', 3)]",397.8,-37.8106752,144.9588214,0,,15.2159226
ORDB05994,2018-12-11,19:19:26,Dinner,TP,"[('Shrimp', 10), ('Fish&Chips', 5), ('Salmon', 5), ('Pasta', 1)]",947.5,-37.8051475,144.9714312,0,9.53,13.783616
ORDZ03008,2018-02-06,09:10:59,Breakfast,NS,"[('Eggs', 6), ('Coffee', 10)]",207.0,-37.8219328,144.9375474,0,10.528,15.2123056
ORDA00970,2018-08-17,15:36:20,Lunch,BK,"[('Steak', 3), ('Burger', 10)]",445.0,-37.8172114,144.9524568,0,8.752,15.1159128
ORDY04866,2018-04-16,11:22:49,Breakfast,,"[('Cereal', 9), ('Pancake', 3)]",261.75,-37.8046406,144.9441713,0,10.114,12.0068158
ORDI06529,2018-01-31,09:00:50,Breakfast,NS,"[('Eggs', 2), ('Cereal', 2)]",86.0,-37.8037706,144.9564762,0,7.702,12.6731165
ORDB00623,2018-07-16,14:25:21,Lunch,TP,"[('Salad', 8), ('Fries', 3), ('Steak', 10), ('Chicken', 4)]",751.6,-37.8141249,144.9724314,0,8.557,12.0601734
ORDC03131,2018-06-04,13:04:13,Lunch,,"[('Burger', 2), ('Fries', 5), ('Salad', 7)]",242.4,-37.8140741,144.9654202,0,8.059,13.9780077
ORDZ07631,2018-04-04,11:02:32,Breakfast,NS,"[('Cereal', 4), ('Coffee', 4), ('Eggs', 6), ('Pancake', 8)]",440.0,-37.8180095,144.9649241,0,8.488,13.3232479
ORDZ03939,2018-10-25,17:48:10,Dinner,NS,"[('Fish&Chips', 7), ('Salmon', 1)]",286.0,-37.8056394,144.9715276,0,6.823,12.6938203
ORDA05342,2018-07-10,14:15:12,Lunch,,"[('Fries', 7), ('Chicken', 5), ('Burger', 7), ('Steak', 4), ('Salad', 7)]",761.4,-37.824387,144.982992,0,,12.9385391
ORDC03649,2018-04-01,10:52:23,Breakfast,NS,"[('Eggs', 7), ('Cereal', 2), ('Coffee', 3)]",218.5,-37.8169463,144.9533552,0,8.937,16.1777551
ORDJ03016,2018-01-24,08:40:33,Breakfast,TP,"[('Pancake', 3), ('Cereal', 7), ('Eggs', 4), ('Coffee', 2)]",322.75,-37.8061701,144.9550219,0,9.34,12.1631622
ORDX01219,2018-09-19,16:37:10,Dinner,BK,"[('Fish&Chips', 5), ('Pasta', 4), ('Shrimp', 4), ('Salmon', 4)]",665.0,-37.8140119,144.9560524,0,8.242,15.3128523
ORDI10634,2018-11-04,18:08:27,Dinner,NS,"[('Fish&Chips', 7), ('Shrimp', 4), ('Salmon', 9), ('Pasta', 8)]",1050.0,-37.8113191,144.9528176,0,8.479,
ORDB09363,2018-03-29,10:52:23,Breakfast,TP,"[('Eggs', 1), ('Pancake', 8), ('Cereal', 2), ('Coffee', 7)]",310.5,-37.8033329,144.9703395,0,10.064,12.2052102
ORDI03829,2018-01-19,08:30:25,Breakfast,NS,"[('Pancake', 6), ('Cereal', 9), ('Eggs', 8)]",510.5,-37.822152,144.980623,0,8.96,13.8787429
ORDI10876,2018-07-25,14:45:38,Lunch,NS,"[('Fries', 3), ('Burger', 1), ('Salad', 3), ('Chicken', 1)]",150.6,-37.7997617,144.9970806,0,8.748,14.3684907
ORDA01239,2018-06-19,13:34:38,Lunch,BK,"[('Fries', 7), ('Chicken', 2), ('Burger', 2), ('Salad', 10), ('Steak', 4)]",562.0,-37.8243633,144.998153,0,5.546,11.4589796
ORDJ08004,2018-04-16,11:22:49,Breakfast,,"[('Pancake', 5), ('Eggs', 6), ('Cereal', 2)]",295.25,-37.8106153,144.9675536,0,8.705,11.3149269
ORDX06396,2018-04-12,11:22:49,Breakfast,BK,"[('Pancake', 6), ('Cereal', 9)]",334.5,-37.8191531,144.9655098,0,7.744,11.9551285
ORDI04049,2018-07-08,14:15:12,Lunch,NS,"[('Chicken', 2), ('Burger', 1), ('Salad', 4)]",163.8,-37.819881,144.9612829,0,8.919,16.4704284
ORDY10239,2018-06-26,13:44:47,Lunch,TP,"[('Fries', 1), ('Salad', 2), ('Chicken', 3), ('Steak', 2), ('Burger', 4)]",356.4,-37.8254119,144.9846648,0,8.983,12.6381561
ORDC05408,2018-04-25,11:43:05,Breakfast,NS,"[('Cereal', 8), ('Coffee', 9)]",235.5,-37.8129011,144.9428889,0,9.331,14.7956561
ORDZ10978,2018-02-11,09:21:07,Breakfast,NS,"[('Cereal', 4), ('Pancake', 6), ('Coffee', 9)]",297.0,-37.8140677,144.9713268,0,7.664,14.3125474
ORDA06895,2018-05-24,12:43:56,Lunch,BK,"[('Chicken', 6), ('Burger', 5), ('Fries', 7)]",431.0,-37.8223769,144.978456,0,7.063,12.9869036
ORDA00550,2018-10-14,17:27:53,Dinner,,"[('Fish&Chips', 8), ('Pasta', 9)]",527.5,-37.8177501,144.9918018,0,,15.0530084
ORDJ10564,2018-01-03,08:00:00,Breakfast,,"[('Pancake', 8), ('Coffee', 7), ('Cereal', 10), ('Eggs', 8)]",632.5,-37.8048702,144.961308,1,,7.3993855
ORDZ05714,2018-06-12,13:24:30,Lunch,NS,"[('Fries', 9), ('Steak', 6), ('Chicken', 2)]",442.0,-37.8050607,144.9441007,0,8.98,14.2063038
ORDJ04579,2018-11-19,18:38:52,Dinner,TP,"[('Fish&Chips', 6), ('Shrimp', 7)]",588.0,-37.8275232,144.9511724,0,8.627,13.1199744
ORDJ05249,2018-01-09,08:10:08,Breakfast,TP,"[('Cereal', 9), ('Eggs', 2)]",233.0,-37.8031298,144.9826122,1,10.347,6.4090356
ORDC07438,2018-09-13,16:27:02,Dinner,NS,"[('Shrimp', 3), ('Pasta', 3)]",244.5,-37.80317,144.9571893,0,7.652,13.5155378
ORDA09367,2018-03-09,10:11:49,Breakfast,BK,"[('Cereal', 5), ('Pancake', 6), ('Coffee', 3), ('Eggs', 10)]",493.0,-37.8062887,144.9593388,0,7.758,13.148492
ORDC00094,2018-10-14,17:27:53,Dinner,NS,"[('Shrimp', 7), ('Fish&Chips', 5), ('Pasta', 8), ('Salmon', 3)]",896.0,-37.8164225,144.9914981,0,9.358,17.111381
ORDX01360,2018-01-05,08:00:00,Breakfast,,"[('Coffee', 3), ('Pancake', 5), ('Cereal', 8)]",311.75,-37.8132486,144.9371562,1,10.095,7.3871761
ORDJ00487,2018-07-09,14:15:12,Lunch,TP,"[('Salad', 4), ('Steak', 1), ('Fries', 4)]",161.8,-37.8245142,144.9827184,0,8.876,12.6586442
ORDX09442,2018-02-17,09:31:16,Breakfast,,"[('Eggs', 1), ('Cereal', 4)]",106.0,-37.8274983,144.9877139,0,7.55,14.5953213
ORDX06163,2018-08-24,15:46:28,Lunch,,"[('Salad', 4), ('Fries', 7), ('Burger', 5), ('Chicken', 6), ('Steak', 6)]",769.8,-37.8050924,144.9369674,0,,15.5162952
ORDI02026,2018-03-02,09:51:32,Breakfast,NS,"[('Coffee', 6), ('Pancake', 1), ('Cereal', 1), ('Eggs', 8)]",266.25,-37.8055395,144.955269,0,7.993,13.4472315
ORDC07418,2018-01-09,08:10:08,Breakfast,NS,"[('Cereal', 1), ('Coffee', 5), ('Pancake', 1)]",82.75,-37.8058785,144.9818744,1,7.567,5.9559758
ORDA06830,2018-01-21,08:30:25,Breakfast,BK,"[('Coffee', 3), ('Pancake', 9)]",240.75,-37.8004531,144.9714933,0,7.631,15.0841613
