order_id,date,time,order_type,branch_code,order_items,order_price,customer_lat,customer_lon,customerHasloyalty?,distance_to_customer_KM,delivery_fee
ORDB01974,2018-07-13,14:25:21,Lunch,bk,"[('Salad', 5), ('Fries', 10), ('Steak', 4), ('Burger', 9), ('Chicken', 5)]",825.0,-37.8222313,144.9758609,0,8.088,11.239839
ORDI00277,2018-06-21,13:34:38,Breakfast,NS,"[('Chicken', 4), ('Burger', 6), ('Fries', 2), ('Steak', 6), ('Salad', 7)]",728.4,-37.7997319,144.9636806,0,6.788,12.0566206
ORDA03105,2018-01-06,08:10:08,Breakfast,BK,"[('Eggs', 7), ('Coffee', 8)]",214.0,-37.8076298,145.0076639,1,3.793,5.9996652
ORDZ08120,2018-21-08,15:36:20,Lunch,NS,"[('Fries', 1), ('Steak', 4), ('Burger', 3), ('Chicken', 6)]",477.0,-37.8133084,144.9701309,0,7.618,13.0814297
ORDA08690,2018-08-03,15:05:54,Lunch,BK,"[('Steak', 7), ('Chicken', 5)]",475.0,-37.8144877,144.9880973,0,5.565,11.6392478
ORDJ00092,2018-03-21,10:32:06,Breakfast,TP,"[('Eggs', 1), ('Cereal', 5), ('Coffee', 4), ('Pancake', 7)]",475.0,-37.8160186,144.9610975,0,8.099,11.1057502
ORDB08567,2018-04-29,11:53:14,Breakfast,TP,"[('Eggs', 2), ('Pancake', 6), ('Cereal', 8)]",357.5,-37.8165334,144.9896968,0,9.823,14.0496399
ORDX03467,2018-01-30,08:50:42,Breakfast,BK,"[('Coffee', 3), ('Pancake', 10), ('Cereal', 7)]",412.0,-37.8006202,144.9780854,0,7.937,11.9639094
ORDJ02035,2018-14-01,08:20:16,Breakfast,TP,"[('Cereal', 1), ('Eggs', 3)]",87.0,-37.8030878,144.9495381,1,9.937,6.8099644
ORDK09631,2018-12-28,20:00:00,Dinner,ns,"[('Shrimp', 4), ('Salmon', 5), ('Fish&Chips', 10), ('Pasta', 1)]",798.5,-37.8196124,144.9521114,0,8.891,15.8938023
ORDY07657,2018-11-28,18:59:09,Dinner,TP,"[('Fish&Chips', 9), ('Shrimp', 9), ('Salmon', 1)]",488.0,-37.8236652,145.0103452,0,11.454,15.2031182
ORDK04455,2018-23-11,18:49:00,Dinner,BK,"[('Pasta', 3), ('Fish&Chips', 9), ('Salmon', 6)]",643.5,-37.7987401,144.9892958,0,6.207,13.2022385
ORDZ00480,2018-11-14,18:28:43,Breakfast,NS,"[('Shrimp', 8), ('Pasta', 10), ('Salmon', 1), ('Fish&Chips', 10)]",1098.0,-37.7987038,144.9672326,0,6.539,12.2751224
ORDK05559,2018-05-04,12:03:22,Lunch,BK,"[('Steak', 9), ('Chicken', 9), ('Burger', 9), ('Salad', 8), ('Fries', 1)]",1121.6,37.8005595,144.9929871,0,5.706,11.421915
ORDC07775,2018-08-15,15:26:11,Lunch,NS,"[('Steak', 10), ('Salad', 9)]",604.8,-37.8084027,144.9758271,0,7.337,12.9661504
ORDB00558,2018-12-04,19:09:17,Dinner,TP,"[('Pasta', 4), ('Salmon', 1), ('Shrimp', 8), ('Fish&Chips', 8)]",863.0,-37.8054568,144.9333354,0,11.105,14.4206027
ORDK08183,2018-07-12,14:25:21,Lunch,BK,"[('Chicken', 9), ('Burger', 9)]",567.0,-37.8269131,144.9809013,0,7.862,13.6312469
ORDK08132,2018-02-27,09:51:32,Breakfast,BK,"[('Coffee', 3), ('Pancake', 3), ('Eggs', 1)]",117.25,-37.8097621,144.97591,0,6.547,11.9807844
ORDX00071,2018-08-11,15:16:03,Lunch,BK,"[('Chicken', 1), ('Salad', 5), ('Eggs', 3), ('Burger', 7), ('Fries', 3)]",506.0,-37.8185892,144.9532972,0,10.416,18.9130685
ORDA11027,2018-09-25,16:47:19,Dinner,BK,"[('Shrimp', 4), ('Salmon', 4), ('Fish&Chips', 6), ('Pasta', 7)]",782.5,-37.8197258,144.9696551,0,8.09,15.1651167
ORDZ00745,2018-10-09,17:17:44,Dinner,TP,"[('Shrimp', 9), ('Salmon', 5)]",691.0,-37.8123768,144.9464069,0,9.529,15.6558231
ORDC05919,2018-05-25,12:43:56,Lunch,NS,"[('Steak', 3), ('Fries', 6), ('Burger', 2), ('Salad', 5), ('Chicken', 1)]",905.5,-37.8252684,144.9505753,0,10.195,16.1770042
ORDI02347,2018-04-24,11:43:05,Breakfast,NS,"[('Eggs', 1), ('Cereal', 8)]",190.0,-37.8113345,144.958376,0,8.434,13.6219937
ORDJ03973,2018-12-04,19:09:17,Dinner,TP,"[('Salmon', 5), ('Shrimp', 7)]",583.0,-37.811672,145.0153872,0,12.738,16.6693058
ORDA11102,2018-08-05,15:05:54,Lunch,BK,"[('Fries', 5), ('Steak', 1), ('Salad', 2), ('Chicken', 10)]",459.4,-37.8141123,144.9520479,0,8.596,16.6012181
ORDC06825,2018-16-11,18:28:43,Dinner,NS,"[('Fish&Chips', 5), ('Pasta', 8), ('Shrimp', 3)]",557.0,-37.833683,144.9929974,0,10.845,16.3031058
ORDK04380,2018-03-16,10:21:58,Breakfast,BK,"[('Pancake', 6), ('Eggs', 6)]",277.5,-37.8081494,144.9426014,0,9.137,14.64148
ORDI10869,2018-01-09,08:10:08,Breakfast,NS,"[('Coffee', 9), ('Shrimp', 7)]",237.25,-37.8025923,144.9800625,1,7.063,5.9434262
ORDY03924,2018-06-19,13:34:38,Lunch,TP,"[('Burger', 7), ('Fries', 4), ('Salad', 7), ('Chicken', 8)]",641.4,37.826124,145.0063321,0,11.126,14.3663998
ORDX04964,2018-09-02,16:06:45,Dinner,BK,"[('Shrimp', 10), ('Salmon', 4), ('Fish&Chips', 7), ('Pasta', 9)]",1196.5,-37.8141454,144.963143,0,7.724,17.2418764
ORDA03278,2018-10-02,17:07:36,Breakfast,BK,"[('Pasta', 8), ('Shrimp', 10), ('Fish&Chips', 1), ('Salmon', 10)]",1205.0,-37.8135169,144.9855861,0,5.722,12.5196184
ORDI01737,2018-04-25,11:43:05,Breakfast,NS,"[('Cereal', 3), ('Eggs', 6), ('Coffee', 3), ('Pancake', 8)]",411.5,145.0039054,-37.8263157,0,10.911,16.0049944
ORDZ03885,2018-04-14,11:22:49,Breakfast,ns,"[('Eggs', 6), ('Cereal', 8)]",300.0,-37.8179899,144.9935827,0,9.552,16.2149248
ORDZ02355,2018-09-17,16:37:10,Dinner,NS,"[('Pasta', 1), ('Shrimp', 8), ('Fish&Chips', 6), ('Salmon', 7)]",116.25,-37.8201932,144.9696953,0,8.678,15.1105117
ORDX10921,2018-05-13,12:23:39,Lunch,BK,"[('Burger', 3), ('Chicken', 9), ('Salad', 5)]",467.0,37.7936925,144.9475187,0,9.452,18.2716237
ORDX09733,2018-09-26,16:47:19,Dinner,BK,"[('Shrimp', 5), ('Salmon', 10)]",680.0,-37.8057429,144.9558818,0,8.077,15.1551802
ORDX09331,2018-09-02,16:06:45,Dinner,BK,"[('Fish&Chips', 5), ('Pasta', 1)]",202.5,-37.8117601,144.9712728,0,6.951,16.1349747
ORDJ09853,2018-19-05,12:33:48,Lunch,TP,"[('Steak', 10), ('Chicken', 2), ('Salad', 3)]",565.6,-37.8042161,144.9595444,0,9.235,14.1178612
ORDZ04031,2018-04-16,11:22:49,Breakfast,NS,"[('Coffee', 2), ('Pancake', 2), ('Cereal', 10)]",273.5,-37.8104709,144.9689016,0,7.273,12.330214
ORDB08755,2018-10-23,17:48:10,Dinner,TP,"[('Shrimp', 2), ('Salmon', 4)]",272.0,-37.8067439,144.9490498,0,9.643,13.2956158
ORDI02115,2018-04-07,11:02:32,Breakfast,NS,"[('Shrimp', 2), ('Cereal', 8)]",216.5,-37.8227021,145.0076149,0,11.149,18.4649487
ORDA02815,2018-07-05,14:05:04,Lunch,BK,"[('Burger', 7), ('Salad', 8), ('Steak', 7)]",669.6,37.8135588,144.9471322,0,9.176,14.9046917
ORDB04019,2018-11-21,18:49:00,Dinner,TP,"[('Pasta', 4), ('Salmon', 1), ('Shrimp', 6)]",475.0,-37.8210155,144.9490014,0,8.817,12.5860861
ORDY09457,2018-03-02,09:51:32,Dinner,TP,"[('Eggs', 9), ('Cereal', 4), ('Pancake', 2)]",330.5,-37.819805,145.0117049,0,11.637,13.6752461
ORDX10004,2018-11-14,18:28:43,Lunch,BK,"[('Salmon', 8), ('Pasta', 1), ('Fish&Chips', 5)]",530.5,-37.8003698,144.9635368,0,8.027,15.190382
ORDX04173,2018-11-23,18:49:00,Dinner,BK,"[('Shrimp', 8), ('Pasta', 2), ('Salmon', 9), ('Fish&Chips', 7)]",1101.0,-37.8055817,144.9450804,0,9.097,16.0248181
ORDZ00615,2018-08-25,15:46:28,Lunch,NS,"[('Burger', 10), ('Chicken', 3), ('Fries', 5), ('Salad', 3)]",517.6,-37.8010981,144.9951859,0,9.77,16.1304291
ORDC02141,2018-11-28,18:59:09,Dinner,NS,"[('Fish&Chips', 1), ('Salmon', 1), ('Pasta', 7), ('Shrimp', 4)]",484.5,-37.8181262,144.9755805,0,8.265,14.6022825
ORDX07391,2018-02-19,09:31:16,Breakfast,BK,"[('Eggs', 5), ('Cereal', 4)]",194.0,-37.807841,144.9456925,0,9.127,13.9774857
ORDY10430,2018-02-26,09:51:32,Breakfast,TP,"[('Eggs', 9), ('Cereal', 6)]",324.0,-37.8148204,144.9592124,0,8.857,15.5776981
ORDK07779,2018-02-07,09:10:59,Dinner,BK,"[('Eggs', 9), ('Pancake', 3)]",270.75,-37.8050396,144.9267227,0,10.853,16.2894094
ORDI08611,2018-03-28,10:52:23,Breakfast,NS,"[('Cereal', 5), ('Eggs', 5)]",215.0,-37.8229075,144.9711835,0,9.014,13.3033641
ORDZ10969,2018-13-08,15:26:11,Lunch,NS,"[('Burger', 4), ('Steak', 4), ('Chicken', 6), ('Salad', 4)]",564.8,-37.8250475,144.9705695,0,9.194,14.4764554
ORDY11020,2018-04-18,11:32:57,Breakfast,TP,"[('Eggs', 2), ('Cereal', 10), ('Coffee', 3), ('Pancake', 3)]",349.25,-37.812584,144.967539,0,10.262,11.2993936
ORDJ08366,2018-08-22,15:46:28,Lunch,TP,"[('Salad', 6), ('Fish&Chips', 9), ('Fries', 2), ('Chicken', 6), ('Burger', 2)]",786.2,-37.8201841,144.9686121,0,7.607,11.3079316
ORDB01794,2018-22-06,13:34:38,Lunch,TP,"[('Chicken', 4), ('Salad', 3), ('Steak', 2), ('Fries', 1)]",281.6,-37.8061658,144.9995386,0,12.766,15.8654646
ORDY09846,2018-03-31,10:52:23,Breakfast,TP,"[('Cereal', 3), ('Coffee', 9), ('Pancake', 6), ('Eggs', 1)]",298.0,-37.8116075,144.986225,0,9.66,14.3148765
ORDK03457,2018-03-06,10:01:41,Breakfast,BK,"[('Pancake', 7), ('Eggs', 1)]",191.75,37.8098047,144.9766195,0,6.506,11.6691844
ORDZ10549,2018-09-17,16:37:10,Dinner,NS,"[('Fish&Chips', 10), ('Salmon', 6), ('Shrimp', 1), ('Pasta', 3)]",732.5,-37.8241391,144.9424346,0,10.698,15.7171191
ORDB09014,2018-03-19,10:32:06,Breakfast,TP,"[('Eggs', 10), ('Pancake', 3)]",292.75,-37.8151166,144.952238,0,8.85,11.5935584
ORDZ04571,2018-02-28,09:51:32,Breakfast,NS,"[('Eggs', 5), ('Chicken', 5)]",231.25,-37.8031018,144.9291818,0,10.062,15.1589516
ORDX01147,2018-12-27,20:00:00,Dinner,BK,"[('Pasta', 2), ('Fish&Chips', 7)]",300.0,-37.8171908,144.9321316,0,10.637,17.5389875
ORDZ01304,2018-07-07,14:15:12,Lunch,NS,"[('Fries', 9), ('Burger', 3), ('Salad', 6), ('Chicken', 7), ('Steak', 5)]",753.2,-37.8254392,144.95679,0,9.748,17.2516041
ORDC00485,2018-03-02,10:01:41,Breakfast,NS,"[('Coffee', 9), ('Pancake', 3), ('Cereal', 7)]",287.25,-37.8196042,144.9902635,0,9.5,14.9798401
ORDA08844,2018-01-14,08:20:16,Breakfast,BK,"[('Coffee', 1), ('Pancake', 8), ('Eggs', 7), ('Cereal', 2)]",397.5,-37.8189405,144.9885743,1,5.938,6.6530803
ORDI04196,2018-03-24,10:42:15,Breakfast,NS,"[('Pancake', 9), ('Coffee', 4), ('Eggs', 6), ('Cereal', 7)]",527.25,-37.8200419,145.0131268,0,11.302,18.1381399
ORDZ09261,2018-05-02,11:53:14,Breakfast,NS,"[('Eggs', 9), ('Coffee', 4)]",228.0,-37.8025608,145.0019805,0,9.394,14.3315043
ORDJ10106,2018-02-11,09:21:07,Dinner,TP,"[('Coffee', 6), ('Eggs', 6), ('Cereal', 1), ('Pancake', 10)]",440.5,-37.8130921,144.9708751,0,8.538,13.0233874
ORDX08420,2018-04-02,11:02:32,Lunch,BK,"[('Eggs', 3), ('Cereal', 2), ('Coffee', 1)]",115.5,-37.81309,144.959914,0,7.898,12.8250176
ORDX03741,2018-12-05,19:09:17,Dinner,BK,"[('Salmon', 5), ('Fish&Chips', 7)]",289.25,-37.8187764,144.9553333,0,8.581,15.3018109
ORDI08685,2018-08-14,15:26:11,Lunch,NS,"[('Burger', 9), ('Chicken', 4), ('Salad', 7), ('Steak', 8), ('Fries', 6)]",959.4,-37.8113585,145.0017717,0,9.817,15.256668
ORDZ05728,2018-07-13,14:25:21,Lunch,NS,"[('Pasta', 1), ('Salad', 5), ('Fries', 8), ('Chicken', 8), ('Steak', 6)]",739.0,-37.8164586,145.0041641,0,10.313,16.2836176
ORDC05611,2018-06-02,13:04:13,Lunch,NS,"[('Fries', 7), ('Steak', 5), ('Burger', 8), ('Salad', 8)]",694.6,-37.8181408,144.9651122,0,8.499,16.4169307
ORDB02133,2018-11-25,18:49:00,Dinner,TP,"[('Fish&Chips', 9), ('Salmon', 9), ('Pasta', 1)]",711.5,144.9823617,-37.8208667,0,9.014,15.5413482
ORDZ05296,2018-03-12,10:11:49,Breakfast,NS,"[('Pancake', 10), ('Coffee', 3), ('Eggs', 3)]",331.0,37.8076636,144.9714383,0,6.98,11.9092016
ORDK01054,2018-10-30,17:58:18,Dinner,BK,"[('Shrimp', 7), ('Salmon', 5), ('Pasta', 10)]",858.0,-37.8012266,144.9624156,1,7.996,14.6189728
ORDA04902,2018-08-25,15:46:28,Lunch,BK,"[('Chicken', 9), ('Fries', 6)]",360.0,37.8128227,145.0109342,0,3.627,12.1198191
ORDY04702,2018-02-27,09:51:32,Breakfast,TP,"[('Pancake', 5), ('Coffee', 5), ('Cereal', 2), ('Eggs', 3)]",266.75,-37.824281,144.9851016,0,8.896,11.2489648
ORDX00279,2018-11-23,18:49:00,Dinner,BK,"[('Shrimp', 9), ('Pancake', 7), ('Fish&Chips', 9), ('Pasta', 9)]",1335.5,-37.8124052,144.9316335,0,11.156,18.5837539
ORDA09653,2018-11-10,18:18:35,Dinner,BK,"[('Fish&Chips', 8), ('Pasta', 6)]",397.5,-37.8196904,145.009895,0,4.317,13.5417599
ORDJ08178,2018-24-07,14:45:38,Lunch,TP,"[('Steak', 3), ('Burger', 7), ('Chicken', 10), ('Salad', 5), ('Fries', 2)]",782.0,-37.8125195,144.9483651,0,10.287,13.7306673
ORDZ06350,2018-03-31,10:52:23,Breakfast,NS,"[('Coffee', 5), ('Pancake', 2)]",86.0,-37.815038,144.9585529,0,8.415,15.7534395
ORDC02556,2018-12-18,19:39:43,Dinner,NS,"[('Salmon', 7), ('Shrimp', 1), ('Fish&Chips', 3)]",446.0,-37.8149648,144.9275663,0,10.782,16.4955697
ORDK05082,2018-02-15,09:21:07,Breakfast,BK,"[('Pancake', 8), ('Cereal', 2)]",236.0,-37.8119411,144.9693608,0,7.146,12.2024029
ORDK07883,2018-10-19,17:38:01,Dinner,BK,"[('Shrimp', 1), ('Salmon', 5)]",259.0,-37.8169255,144.9654367,0,7.614,13.9946857
ORDX10329,2018-01-14,08:20:16,Breakfast,BK,"[('Cereal', 10), ('Eggs', 3), ('Pancake', 2), ('Coffee', 5)]",362.0,-37.8123258,144.9735736,1,10.287,7.4678638
ORDI05449,2018-06-12,13:24:30,Lunch,NS,"[('Burger', 7), ('Fries', 5), ('Salad', 8), ('Steak', 5)]",639.6,-37.8063138,144.9473567,0,8.726,14.0394518
ORDX00905,2018-07-05,14:05:04,Lunch,BK,"[('Burger', 3), ('Chicken', 5), ('Fries', 1), ('Salad', 3)]",316.6,-37.8122487,145.0003405,1,4.232,9.8258581
ORDZ08396,2018-10-17,17:38:01,Dinner,NS,"[('Salmon', 6), ('Pasta', 7), ('Fish&Chips', 4), ('Shrimp', 4)]",794.5,-37.8026926,144.9507254,0,8.121,14.1532678
ORDJ04085,2018-08-09,15:16:03,Breakfast,TP,"[('Salad', 1), ('Fries', 6), ('Burger', 8), ('Chicken', 2)]",401.2,-37.7992542,144.962665,0,9.872,13.0334897
ORDB05209,2018-12-30,20:00:00,Dinner,TP,"[('Salmon', 5), ('Shrimp', 10), ('Pasta', 5), ('Fish&Chips', 4)]",1022.5,-37.8156883,144.9378168,1,10.383,15.5435516
ORDX08762,2018-11-30,18:59:09,Dinner,BK,"[('Pasta', 3), ('Salmon', 7), ('Shrimp', 8), ('Fish&Chips', 8)]",1081.5,-37.8150387,144.9642269,0,7.697,14.9776881
ORDX10061,2018-01-23,08:40:33,Breakfast,BK,"[('Pancake', 7), ('Eggs', 6), ('Coffee', 6)]",346.75,-37.8190066,144.9541055,0,8.703,12.9996055
ORDK04278,2018-01-17,08:30:25,Breakfast,BK,"[('Coffee', 9), ('Cereal', 4)]",151.5,37.8122797,144.9380957,1,9.927,7.8682466
ORDK02845,2018-04-08,11:12:40,Breakfast,BK,"[('Pancake', 5), ('Coffee', 5), ('Eggs', 9)]",356.75,-37.8125191,145.0132056,0,3.607,11.4014788
ORDC04873,2018-05-05,12:03:22,Lunch,NS,"[('Salad', 1), ('Chicken', 1), ('Steak', 9), ('Burger', 4)]",358.5,-37.8196857,144.9944302,0,9.821,17.1188502
ORDB06842,2018-08-08,15:16:03,Lunch,TP,"[('Fries', 1), ('Steak', 4)]",192.0,-37.8027007,144.9650326,1,9.53,12.4967113
ORDA06406,2018-11-05,18:08:27,Dinner,BK,"[('Pasta', 4), ('Shrimp', 10), ('Fish&Chips', 5), ('Salmon', 5)]",1030.0,37.8159722,144.9636147,0,7.881,14.9013672
ORDX10461,2018-05-10,12:13:31,Lunch,BK,"[('Fries', 1), ('Steak', 9)]",417.0,-37.8015135,144.9639006,1,7.861,13.9264925
ORDA01241,2018-10-27,17:58:18,Dinner,BK,"[('Fish&Chips', 9), ('Salmon', 3)]",438.0,-37.8040734,144.9677909,0,7.286,17.0420242
ORDC04541,2018-01-29,08:50:42,Breakfast,NS,"[('Coffee', 6), ('Eggs', 9), ('Cereal', 1), ('Pancake', 9)]",482.25,-37.8147394,144.9688945,0,7.674,12.8934783
ORDI09002,2018-08-19,15:36:20,Lunch,NS,"[('Steak', 9), ('Fries', 3), ('Burger', 7)]",658.0,-37.8139949,144.9644077,1,7.982,15.5996611
ORDZ01881,2018-05-11,12:13:31,Lunch,NS,"[('Steak', 9), ('Chicken', 5), ('Burger', 7), ('Fries', 5)]",842.0,-37.8105541,145.0047871,0,9.897,15.2676288
ORDJ01128,2018-02-17,09:31:16,Breakfast,TP,"[('Cereal', 2), ('Eggs', 4), ('Coffee', 1)]",137.5,-37.8095845,144.9616905,1,8.596,13.3251014
ORDB10348,2018-10-22,17:48:10,Dinner,TP,"[('Shrimp', 6), ('Pasta', 5)]",461.5,-37.820933,144.9614707,0,8.415,11.9827912
ORDJ07642,2018-08-31,15:56:37,Lunch,TP,"[('Fries', 2), ('Steak', 2), ('Chicken', 9), ('Burger', 5), ('Salad', 9)]",711.8,-37.8067574,144.9829273,0,8.964,13.7155643
ORDI02337,2018-01-31,08:50:42,Lunch,NS,"[('Eggs', 8), ('Pancake', 10), ('Cereal', 3), ('Coffee', 4)]",511.5,-37.82291,145.0141188,0,11.716,16.5628672
ORDY08355,2018-02-27,09:51:32,Dinner,TP,"[('Pancake', 6), ('Eggs', 1), ('Coffee', 7)]",220.0,-37.8106251,144.9781055,0,9.137,11.9468444
ORDJ07072,2018-09-18,16:37:10,Dinner,TP,"[('Shrimp', 4), ('Salmon', 7)]",503.0,37.8246196,144.9458094,0,8.956,13.0983701
ORDX09350,2018-10-30,17:58:18,Breakfast,BK,"[('Shrimp', 3), ('Fish&Chips', 1)]",197.0,-37.8208489,144.9946581,0,5.571,12.2169367
ORDJ09631,2018-01-01,08:00:00,Breakfast,TP,"[('Cereal', 2), ('Coffee', 6), ('Eggs', 9)]",285.0,-37.8186363,144.9827666,1,8.988,5.4300723
ORDI07809,2018-03-02,09:51:32,Breakfast,NS,"[('Cereal', 5), ('Eggs', 6), ('Coffee', 3), ('Pancake', 1)]",283.75,-37.8142552,144.9746665,0,7.803,12.9843636
ORDZ00138,2018-03-28,10:42:15,Breakfast,NS,"[('Coffee', 7), ('Cereal', 2), ('Pancake', 4), ('Eggs', 10)]",411.5,37.8068504,144.9595236,0,7.771,12.8290173
ORDB09944,2018-12-04,19:09:17,Dinner,TP,"[('Fish&Chips', 8), ('Salmon', 4), ('Shrimp', 5)]",714.0,-37.8244857,144.9694034,0,8.148,12.3958472
ORDZ01134,2018-01-08,08:10:08,Breakfast,NS,"[('Coffee', 3), ('Cereal', 10), ('Eggs', 10), ('Pancake', 7)]",237.25,-37.8184073,144.9798435,1,8.637,7.2295316
ORDY04730,2018-06-01,12:54:05,Lunch,TP,"[('Salad', 1), ('Fries', 6), ('Steak', 5)]",314.2,-37.8203076,144.9588982,0,7.828,12.0080412
ORDX00872,2018-04-19,11:32:57,Breakfast,BK,"[('Cereal', 1), ('Coffee', 4), ('Pancake', 7)]",220.75,-37.8152487,144.9747429,0,6.721,11.7849765
ORDK03623,2018-11-20,18:38:52,Dinner,BK,"[('Salmon', 3), ('Shrimp', 7), ('Pasta', 9), ('Fish&Chips', 10)]",1098.5,-37.8198625,144.9530283,0,8.831,15.787383
ORDJ02059,2018-11-04,18:08:27,Dinner,TP,"[('Pasta', 2), ('Shrimp', 10), ('Salmon', 4), ('Fish&Chips', 5)]",934.0,-37.8115161,144.9526832,0,9.276,14.5849061
ORDK03578,2018-08-07,15:16:03,Lunch,BK,"[('Burger', 1), ('Salad', 1), ('Fries', 10), ('Chicken', 9), ('Steak', 8)]",816.2,-37.8108766,145.0141308,0,3.632,9.6884997
ORDX09930,2018-07-08,14:15:12,Lunch,BK,"[('Chicken', 7), ('Fries', 4)]",272.0,-37.7995463,144.9628445,0,8.158,16.3828164
ORDA08584,2018-07-07,14:05:04,Breakfast,BK,"[('Burger', 1), ('Steak', 8)]",391.0,-37.8144218,144.9876715,0,5.596,14.3356054
ORDZ06206,2018-04-06,11:02:32,Breakfast,TP,"[('Coffee', 5), ('Cereal', 4)]",121.5,-37.8240109,144.9830631,0,9.283,14.1918892
ORDI02616,2018-01-02,08:00:00,Breakfast,BK,"[('Cereal', 2), ('Eggs', 9)]",240.0,-37.8132802,144.9725408,1,7.713,6.4475317
ORDB06458,2018-11-03,18:08:27,Dinner,TP,"[('Pasta', 1), ('Salmon', 5), ('Fish&Chips', 1), ('Shrimp', 8)]",699.5,-37.8116957,144.9520548,0,9.101,15.0980697
ORDY03723,2018-12-23,19:49:51,Lunch,TP,"[('Salmon', 6), ('Pasta', 5), ('Shrimp', 4)]",599.5,-37.822004,144.969587,0,7.838,14.0007204
ORDZ07993,2018-03-11,10:11:49,Breakfast,NS,"[('Coffee', 10), ('Eggs', 2)]",119.0,-37.8167011,144.9662052,0,8.272,15.4630974
ORDA09511,2018-23-11,18:49:00,Dinner,BK,"[('Pasta', 9), ('Salmon', 10), ('Shrimp', 4)]",873.5,-37.8190572,144.9463112,0,9.415,16.1203743
